日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
111/11/21,"25,541,570","1,583,627,497",62.60,63.00,61.30,61.40,-1.60,"14,824",
111/11/22,"19,266,137","1,191,585,970",61.10,62.50,61.10,61.70,+0.30,"10,706",
111/11/23,"24,181,296","1,513,126,016",62.30,63.10,62.00,62.50,+0.80,"12,645",
111/11/24,"41,766,224","2,651,054,855",63.10,64.60,62.10,64.60,+2.10,"22,302",
111/11/25,"48,600,259","3,176,952,041",64.80,66.00,64.30,64.90,+0.30,"24,204",
111/11/28,"34,293,614","2,193,586,402",64.30,65.10,63.30,63.50,-1.40,"17,618",
111/11/29,"39,175,122","2,525,236,543",63.30,65.70,62.90,65.10,+1.60,"18,523",
111/11/30,"40,251,825","2,646,516,408",64.50,66.30,64.40,66.10,+1.00,"18,017",
111/12/01,"60,403,596","4,022,335,025",67.20,68.00,65.30,65.40,-0.70,"29,938",
111/12/02,"22,514,926","1,462,091,571",65.00,65.70,64.60,64.80,-0.60,"12,037",
111/12/05,"38,940,572","2,503,091,666",64.10,65.10,63.70,63.80,-1.00,"19,793",
111/12/06,"43,844,912","2,740,828,927",63.80,64.20,61.50,61.70,-2.10,"25,969",
111/12/07,"33,820,071","2,073,368,442",61.50,62.30,60.70,60.90,-0.80,"19,154",
111/12/08,"19,180,845","1,168,171,868",60.90,61.40,60.40,61.00,+0.10,"10,400",
111/12/09,"29,860,676","1,856,525,008",61.30,62.80,61.20,62.80,+1.80,"15,023",
111/12/12,"17,811,675","1,106,313,040",62.20,62.90,61.70,61.80,-1.00,"9,774",
111/12/13,"39,565,297","2,497,793,748",62.90,63.90,62.10,63.20,+1.40,"19,862",
111/12/14,"31,208,250","1,937,596,021",62.60,62.90,61.70,62.00,-1.20,"18,823",
111/12/15,"27,958,750","1,755,034,293",62.20,63.20,62.10,62.80,+0.80,"14,199",
111/12/16,"168,882,363","11,003,995,361",62.10,67.40,62.10,65.30,+2.50,"71,679",
111/12/19,"104,359,333","6,813,097,828",66.00,67.00,64.30,64.30,-1.00,"46,577",
111/12/20,"92,383,130","5,984,962,909",64.90,66.20,63.90,63.90,-0.40,"35,008",
111/12/21,"91,137,805","5,986,689,995",64.70,66.50,64.50,65.70,+1.80,"33,401",
111/12/22,"150,889,903","10,224,227,121",67.10,68.70,66.60,68.00,+2.30,"63,157",
111/12/23,"57,425,385","3,853,306,234",67.20,67.80,66.50,67.30,-0.70,"28,274",
111/12/26,"51,728,565","3,407,985,814",67.00,67.50,65.00,65.00,-2.30,"26,459",
111/12/27,"31,179,227","2,047,147,824",65.50,66.20,65.00,65.10,+0.10,"15,780",
111/12/28,"29,047,115","1,869,649,763",64.80,65.50,63.70,63.90,-1.20,"16,132",
111/12/29,"24,164,699","1,555,976,915",63.70,64.90,63.60,64.80,+0.90,"12,777",
111/12/30,"32,397,332","2,129,291,456",65.70,66.20,65.30,65.50,+0.70,"16,239",
112/01/03,"34,641,231","2,250,937,549",65.90,66.10,64.50,64.60,-0.90,"16,975",
112/01/04,"28,849,978","1,848,074,945",64.80,65.20,63.50,63.50,-1.10,"16,575",
112/01/05,"23,162,104","1,484,800,761",64.20,64.90,63.60,63.70,+0.20,"11,790",
112/01/06,"17,303,916","1,100,870,778",64.00,64.00,63.20,63.60,-0.10,"9,160",
112/01/09,"31,435,060","1,988,342,803",63.80,64.10,62.60,63.30,-0.30,"15,912",
112/01/10,"22,289,694","1,411,022,264",63.50,63.90,62.80,62.90,-0.40,"11,730",
112/01/11,"22,324,349","1,420,339,142",63.50,64.30,63.20,63.20,+0.30,"11,562",
112/01/12,"25,365,889","1,587,082,264",63.20,63.60,62.00,62.00,-1.20,"15,756",
112/01/13,"19,761,228","1,225,585,863",62.30,62.50,61.70,61.90,-0.10,"10,927",
112/01/16,"26,688,414","1,631,279,406",62.10,62.10,60.70,61.10,-0.80,"15,274",
112/01/17,"17,261,683","1,068,134,364",61.60,62.30,61.50,62.00,+0.90,"9,758",
112/01/30,"36,191,861","2,227,392,424",62.30,62.60,61.20,61.30,-0.70,"19,871",
112/01/31,"26,797,933","1,667,144,540",61.50,62.70,61.50,62.50,+1.20,"12,523",
112/02/01,"18,533,990","1,160,545,074",62.70,63.10,62.20,62.40,-0.10,"10,500",
112/02/02,"30,365,781","1,922,103,772",63.00,63.90,62.80,63.50,+1.10,"15,325",
112/02/03,"43,528,450","2,794,138,003",64.40,64.90,63.50,63.60,+0.10,"22,046",
112/02/06,"28,146,432","1,748,443,077",63.30,63.40,61.70,61.70,-1.90,"17,390",
112/02/07,"18,093,752","1,117,797,799",61.50,62.20,61.50,61.70, 0.00,"7,234",
112/02/08,"10,378,376","642,642,891",62.20,62.20,61.70,61.80,+0.10,"6,138",
112/02/09,"10,119,706","625,843,012",61.80,62.20,61.70,61.70,-0.10,"5,921",
112/02/10,"28,029,442","1,706,098,795",61.70,61.80,60.50,60.60,-1.10,"17,747",
112/02/13,"27,439,057","1,622,381,052",60.20,60.30,58.70,59.00,-1.60,"18,187",
112/02/14,"21,385,742","1,287,278,689",59.60,60.90,59.40,60.70,+1.70,"12,551",
112/02/15,"16,443,421","989,640,761",60.50,60.90,59.70,60.00,-0.70,"11,086",
112/02/16,"10,646,052","641,173,743",60.30,60.50,59.80,60.30,+0.30,"6,608",
112/02/17,"10,801,022","645,694,521",60.00,60.00,59.60,59.80,-0.50,"7,138",
112/02/20,"10,002,625","603,096,949",59.80,60.60,59.70,60.50,+0.70,"6,527",
112/02/21,"44,108,181","2,736,011,585",60.70,62.90,60.50,62.80,+2.30,"24,282",
112/02/22,"43,760,836","2,755,002,134",62.80,63.40,62.40,62.60,-0.20,"26,059",
112/02/23,"46,108,563","2,955,373,976",63.30,64.50,63.20,64.30,+1.70,"25,923",
112/02/24,"47,669,002","3,075,276,487",64.80,65.20,63.70,64.60,+0.30,"23,464",
112/03/01,"24,953,487","1,590,972,451",64.30,64.50,63.20,63.80,-0.80,"12,935",
112/03/02,"48,221,410","3,158,684,318",64.50,66.00,64.50,65.60,+1.80,"25,629",
112/03/03,"76,488,612","5,068,828,215",66.40,67.30,65.30,67.10,+1.50,"41,649",
112/03/06,"56,432,427","3,805,587,780",68.00,68.10,66.60,67.50,+0.40,"33,193",
112/03/07,"32,889,960","2,212,824,157",67.50,67.80,66.70,67.40,-0.10,"18,093",
112/03/08,"37,932,733","2,518,747,684",66.90,67.10,66.00,66.30,-1.10,"22,979",
112/03/09,"34,509,847","2,308,723,868",66.40,67.30,66.10,67.00,+0.70,"15,993",
112/03/10,"243,617,504","16,796,636,424",66.60,72.10,65.80,68.70,+1.70,"130,039",
112/03/13,"88,975,277","6,153,001,413",68.80,69.90,68.10,69.10,+0.40,"50,780",
112/03/14,"85,906,781","5,819,157,166",67.90,68.80,66.80,67.50,-1.60,"46,539",
112/03/15,"82,352,275","5,567,336,739",68.60,68.90,66.50,66.50,-1.00,"44,180",
112/03/16,"59,117,038","3,861,965,902",66.20,66.70,64.40,64.70,-1.80,"34,427",
112/03/17,"30,601,485","1,996,903,555",65.30,65.60,65.00,65.40,+0.70,"13,973",
112/03/20,"22,951,850","1,514,172,750",65.90,66.50,65.50,65.80,+0.40,"12,930",
112/03/21,"19,336,641","1,266,310,779",66.30,66.30,65.10,65.10,-0.70,"13,729",
112/03/22,"12,717,381","832,240,324",65.50,65.90,65.00,65.30,+0.20,"8,681",
112/03/23,"28,075,987","1,805,548,765",64.90,65.00,64.00,64.10,-1.20,"19,361",
112/03/24,"17,217,872","1,104,795,191",64.30,64.50,63.90,64.20,+0.10,"10,469",
112/03/27,"17,038,017","1,092,277,083",64.10,64.60,63.70,64.20, 0.00,"10,453",
112/03/28,"18,171,518","1,169,539,342",64.10,65.10,64.00,64.00,-0.20,"10,956",
112/03/29,"17,132,987","1,093,472,807",64.30,64.60,63.50,63.50,-0.50,"11,417",
112/03/30,"16,239,537","1,030,766,930",63.80,63.90,63.30,63.30,-0.20,"9,641",
112/03/31,"21,146,343","1,358,143,310",63.90,64.70,63.60,64.30,+1.00,"12,644",
112/04/06,"21,974,579","1,414,498,787",64.70,65.00,63.80,64.00,-0.30,"12,125",
112/04/07,"37,029,132","2,419,118,906",64.30,66.00,64.10,65.60,+1.60,"20,639",
112/04/10,"30,048,514","1,985,074,263",66.40,66.70,65.40,65.70,+0.10,"16,493",
112/04/11,"14,887,661","980,119,079",66.00,66.30,65.50,65.60,-0.10,"8,894",
112/04/12,"23,400,889","1,551,198,129",66.20,66.60,65.80,66.40,+0.80,"12,261",
112/04/13,"17,706,247","1,173,673,405",66.50,66.70,65.80,66.30,-0.10,"10,521",
112/04/14,"27,116,150","1,811,653,160",66.60,67.20,66.10,66.80,+0.50,"15,012",
112/04/17,"29,069,787","1,967,560,303",67.70,68.00,67.30,67.70,+0.90,"16,301",
112/04/18,"28,518,802","1,913,306,782",68.40,68.40,66.30,66.40,-1.30,"17,393",
112/04/19,"16,483,777","1,089,825,607",66.50,66.70,65.60,66.00,-0.40,"10,821",
112/04/20,"21,344,018","1,425,704,557",66.40,67.40,66.40,66.40,+0.40,"12,480",
112/04/21,"27,834,172","1,820,520,494",66.60,66.70,64.80,64.90,-1.50,"17,003",
112/04/24,"13,356,406","865,223,731",64.80,65.20,64.20,64.70,-0.20,"7,462",
112/04/25,"21,499,200","1,380,286,340",64.80,65.30,63.70,63.70,-1.00,"13,957",
112/04/26,"29,908,173","1,873,859,692",63.60,63.60,62.20,62.40,-1.30,"20,177",
112/04/27,"26,822,041","1,657,555,174",62.00,62.20,61.50,61.70,-0.70,"16,980",
112/04/28,"17,301,055","1,089,229,574",62.90,63.40,62.60,63.10,+1.40,"10,304",
112/05/02,"28,973,811","1,787,951,058",62.70,62.80,61.30,61.90,-1.20,"18,150",
112/05/03,"29,293,658","1,786,460,367",61.70,61.70,60.60,60.70,-1.20,"19,662",
112/05/04,"17,513,200","1,065,660,439",60.30,61.30,60.30,60.80,+0.10,"10,746",
112/05/05,"16,140,053","985,837,243",60.80,61.40,60.70,61.20,+0.40,"9,320",
112/05/08,"19,653,120","1,192,048,226",61.20,61.30,60.50,60.50,-0.70,"13,277",
112/05/09,"14,968,760","905,323,684",60.60,61.00,60.20,60.30,-0.20,"10,188",
112/05/10,"20,311,691","1,240,697,326",60.10,61.60,60.00,61.60,+1.30,"12,400",
112/05/11,"19,272,365","1,166,708,241",61.20,61.30,60.10,60.10,-1.50,"13,908",
112/05/12,"8,858,175","534,632,448",60.00,60.60,60.00,60.20,+0.10,"6,435",
112/05/15,"21,847,351","1,320,190,007",60.40,61.20,59.20,61.20,+1.00,"13,891",
112/05/16,"13,891,787","848,429,162",61.30,61.50,60.80,60.90,-0.30,"9,576",
112/05/17,"14,346,205","880,114,403",61.30,61.70,61.10,61.20,+0.30,"10,062",
112/05/18,"11,820,222","725,479,885",61.50,61.70,61.00,61.30,+0.10,"7,597",
112/05/19,"8,680,004","531,745,123",61.40,61.60,61.00,61.30, 0.00,"6,199",
112/05/22,"15,130,840","936,437,370",61.40,62.50,61.10,62.10,+0.80,"9,790",
112/05/23,"10,017,526","619,114,230",62.20,62.20,61.60,61.70,-0.40,"6,752",
112/05/24,"8,236,247","510,019,475",61.70,62.30,61.70,61.90,+0.20,"5,193",
112/05/25,"11,547,963","708,303,049",61.60,61.70,61.10,61.10,-0.80,"8,169",
112/05/26,"12,320,353","755,192,627",61.20,61.70,60.80,61.30,+0.20,"7,972",
112/05/29,"16,828,042","1,043,191,717",61.50,62.30,61.50,62.00,+0.70,"9,207",
112/05/30,"13,725,150","845,947,592",62.20,62.30,61.30,61.30,-0.70,"8,630",
112/05/31,"20,620,923","1,261,174,106",61.50,61.90,60.80,60.80,-0.50,"8,603",
112/06/01,"17,853,477","1,085,907,066",60.80,61.40,60.30,61.40,+0.60,"10,581",
112/06/02,"17,441,121","1,072,640,408",61.70,61.90,61.20,61.50,+0.10,"8,496",
112/06/05,"19,395,158","1,184,547,459",61.60,61.60,60.80,60.90,-0.60,"11,130",
112/06/06,"16,058,909","987,735,712",61.00,61.80,61.00,61.70,+0.80,"9,718",
112/06/07,"12,395,190","764,261,702",61.90,61.90,61.40,61.70, 0.00,"7,620",
112/06/08,"39,187,045","2,453,683,418",61.80,63.20,61.70,62.60,+0.90,"20,972",
112/06/09,"20,896,952","1,309,515,259",63.00,63.10,62.10,62.90,+0.30,"11,412",
112/06/12,"14,761,358","923,581,251",62.80,63.00,62.10,63.00,+0.10,"8,395",
112/06/13,"18,866,686","1,189,185,984",63.30,63.30,62.70,63.20,+0.20,"11,432",
112/06/14,"37,090,505","2,373,053,923",63.20,64.60,63.10,64.30,+1.10,"18,814",
112/06/15,"26,904,789","1,726,372,514",64.70,64.90,63.80,64.10,-0.20,"15,826",
112/06/16,"30,542,539","1,972,706,726",64.10,64.90,64.00,64.80,+0.70,"14,123",
112/06/19,"24,015,899","1,535,716,015",64.80,64.90,63.50,63.50,-1.30,"15,253",
112/06/20,"16,635,904","1,054,687,233",63.40,63.80,63.10,63.20,-0.30,"9,237",
112/06/21,"48,733,150","3,016,937,995",63.00,63.30,61.20,61.50,-1.70,"31,265",
112/06/26,"23,636,464","1,452,458,103",61.70,62.10,61.10,61.10,-0.40,"13,632",
112/06/27,"21,087,015","1,295,370,040",61.20,61.90,61.10,61.10, 0.00,"11,048",
112/06/28,"33,068,279","2,005,553,018",61.40,61.50,60.20,60.70,-0.40,"18,959",
112/06/29,"39,045,055","2,346,360,626",60.60,60.70,59.80,60.10,-0.60,"23,717",
112/06/30,"116,313,904","7,248,180,956",60.70,63.10,60.60,63.00,+2.90,"55,411",
112/07/03,"277,851,326","18,900,808,677",64.60,69.30,64.50,69.30,+6.30,"127,761",
112/07/04,"165,902,647","8,980,034,798",54.20,54.20,53.20,54.20,X0.00,"49,516",
112/07/05,"206,438,262","10,765,951,481",54.60,54.70,50.80,51.70,-2.50,"107,580",
112/07/06,"69,106,795","3,537,779,053",51.60,51.90,50.80,51.00,-0.70,"42,117",
112/07/07,"41,314,712","2,098,532,589",50.60,51.40,50.20,50.60,-0.40,"24,303",
112/07/10,"65,083,250","3,211,796,896",50.30,50.40,48.80,48.85,-1.75,"40,053",
112/07/11,"48,128,184","2,345,934,106",49.30,49.90,48.20,48.40,-0.45,"28,366",
112/07/12,"74,789,645","3,503,538,995",48.30,48.30,46.15,46.25,-2.15,"44,469",
112/07/13,"87,462,303","3,909,369,814",46.05,46.15,44.00,44.00,-2.25,"49,802",
112/07/14,"43,227,496","1,944,368,993",44.60,45.50,44.60,44.60,+0.60,"24,653",
112/07/17,"28,328,963","1,278,442,620",45.15,45.50,44.70,45.05,+0.45,"15,372",
112/07/18,"54,874,076","2,541,993,763",45.75,47.40,45.25,46.30,+1.25,"29,948",
112/07/19,"46,910,958","2,199,569,922",46.95,47.50,46.40,46.80,+0.50,"26,927",
112/07/20,"43,817,540","2,091,774,796",47.00,48.40,47.00,48.40,+1.60,"22,685",
112/07/21,"39,661,190","1,891,275,564",47.70,48.55,47.15,47.35,-1.05,"23,141",
112/07/24,"26,651,573","1,226,417,506",46.95,46.95,45.70,45.75,-1.60,"16,304",
112/07/25,"17,777,562","813,187,059",45.90,46.45,45.60,45.60,-0.15,"10,562",
112/07/26,"28,710,552","1,340,182,632",45.80,47.15,45.70,46.90,+1.30,"15,576",
112/07/27,"26,343,117","1,240,678,887",47.45,47.75,46.75,46.90, 0.00,"14,579",
112/07/28,"39,943,486","1,907,772,919",47.60,48.15,47.30,47.75,+0.85,"20,151",
112/07/31,"35,807,060","1,687,048,145",48.50,48.60,46.50,46.50,-1.25,"20,095",
112/08/01,"11,676,051","547,244,398",46.85,47.15,46.65,46.80,+0.30,"6,937",
112/08/02,"16,016,487","745,642,334",46.85,47.05,46.20,46.45,-0.35,"9,658",
112/08/04,"24,868,489","1,168,071,898",46.70,47.45,46.65,47.15,+0.70,"12,331",
112/08/07,"26,181,150","1,202,498,701",46.85,46.85,45.15,46.40,-0.75,"15,851",
112/08/08,"14,167,801","658,725,948",46.60,46.90,46.25,46.40, 0.00,"8,595",
112/08/09,"12,555,001","580,351,441",46.45,46.75,45.85,46.00,-0.40,"8,787",
112/08/10,"19,148,460","871,321,624",45.95,46.00,45.25,45.50,-0.50,"10,925",
112/08/11,"14,627,708","662,456,577",45.50,45.90,44.70,45.30,-0.20,"7,147",
112/08/14,"26,970,959","1,191,587,450",44.90,45.15,43.95,44.05,-1.25,"15,311",
112/08/15,"17,299,996","756,057,275",44.10,44.30,43.50,43.60,-0.45,"12,093",
112/08/16,"28,230,670","1,193,584,531",43.20,43.25,42.00,42.05,-1.55,"19,058",
112/08/17,"22,600,904","949,551,804",41.80,42.85,41.10,42.55,+0.50,"12,264",
112/08/18,"48,623,240","2,158,809,439",42.60,45.70,42.60,43.90,+1.35,"29,373",
112/08/21,"15,171,054","656,817,940",44.10,44.30,43.05,43.10,-0.80,"10,381",
112/08/22,"10,625,509","459,565,891",43.30,43.55,42.90,43.30,+0.20,"6,252",
112/08/23,"14,657,564","634,877,299",43.55,44.10,42.85,42.95,-0.35,"8,897",
112/08/24,"24,380,345","1,028,663,294",42.90,42.95,41.85,41.95,-1.00,"16,244",
112/08/25,"10,486,659","441,885,046",41.85,42.35,41.75,42.05,+0.10,"5,769",
112/08/28,"10,425,687","436,782,261",42.05,42.30,41.35,42.00,-0.05,"6,983",
112/08/29,"9,297,978","393,972,208",42.10,42.70,42.05,42.50,+0.50,"5,400",
112/08/30,"12,587,465","533,229,576",42.80,42.80,42.10,42.25,-0.25,"6,387",
112/08/31,"12,876,867","546,895,063",42.50,42.90,42.25,42.25, 0.00,"5,659",
112/09/01,"9,324,670","394,133,487",42.40,42.55,42.10,42.10,-0.15,"5,577",
112/09/04,"16,310,912","698,173,268",42.20,43.20,42.10,42.90,+0.80,"8,972",
112/09/05,"13,592,916","585,756,073",43.20,43.45,42.75,43.30,+0.40,"7,733",
112/09/06,"11,051,916","473,386,648",43.35,43.40,42.60,42.60,-0.70,"7,008",
112/09/07,"6,569,743","279,855,886",42.60,42.80,42.45,42.50,-0.10,"4,498",
112/09/08,"10,706,221","458,557,662",42.55,43.05,42.55,42.65,+0.15,"6,912",
112/09/11,"13,986,033","597,651,636",42.95,43.10,42.40,42.50,-0.15,"7,559",
112/09/12,"10,995,153","472,632,094",42.70,43.15,42.65,43.10,+0.60,"6,382",
112/09/13,"10,924,827","471,290,878",43.30,43.30,42.90,43.30,+0.20,"6,032",
112/09/14,"29,354,865","1,299,733,351",43.50,44.60,43.50,44.60,+1.30,"17,019",
112/09/15,"128,229,210","5,955,249,104",45.00,47.45,44.95,46.45,+1.85,"53,450",
112/09/18,"35,125,273","1,606,987,776",46.15,46.40,45.05,45.50,-0.95,"17,956",
112/09/19,"18,861,381","861,724,727",45.95,46.20,45.15,45.85,+0.35,"10,459",
112/09/20,"31,957,292","1,490,240,850",46.15,47.30,46.10,46.30,+0.45,"17,034",
112/09/21,"19,462,993","889,466,386",46.00,46.25,45.25,45.60,-0.70,"10,955",
112/09/22,"13,996,933","640,043,910",45.40,46.15,45.35,45.80,+0.20,"7,199",
112/09/25,"9,017,466","412,048,526",45.75,45.95,45.35,45.95,+0.15,"6,032",
112/09/26,"9,486,330","435,396,208",45.90,46.20,45.50,45.95, 0.00,"6,014",
112/09/27,"14,524,521","670,705,908",46.10,46.80,45.70,45.90,-0.05,"8,593",
112/09/28,"10,125,057","462,227,493",46.25,46.30,45.30,45.45,-0.45,"6,252",
112/10/02,"16,446,448","734,582,654",45.50,45.50,44.20,44.45,-1.00,"9,723",
112/10/03,"9,328,674","413,494,826",44.20,44.70,44.10,44.10,-0.35,"4,989",
112/10/04,"13,435,259","594,310,615",44.05,44.60,43.50,44.55,+0.45,"8,009",
112/10/05,"11,623,822","525,309,452",44.95,45.70,44.90,44.90,+0.35,"6,282",
112/10/06,"7,158,988","322,998,385",45.45,45.45,44.75,45.00,+0.10,"4,729",
112/10/11,"29,148,730","1,259,445,056",44.95,44.95,42.50,42.55,-2.45,"18,222",
112/10/12,"8,554,755","366,361,436",42.55,43.10,42.40,43.10,+0.55,"5,134",
112/10/13,"9,286,023","396,329,540",42.95,43.10,42.50,42.55,-0.55,"6,430",
112/10/16,"10,653,915","448,186,227",42.35,42.40,41.70,42.40,-0.15,"6,612",
112/10/17,"6,531,772","276,590,646",42.60,42.65,42.15,42.25,-0.15,"4,396",
112/10/18,"22,410,071","945,836,897",42.20,42.85,41.90,42.30,+0.05,"9,312",
112/10/19,"9,302,772","396,907,610",42.05,43.20,42.00,42.70,+0.40,"5,080",
112/10/20,"10,469,033","441,301,085",42.35,42.55,41.70,42.35,-0.35,"6,451",
112/10/23,"5,629,420","237,116,536",42.20,42.60,41.95,41.95,-0.40,"3,528",
112/10/24,"5,299,204","223,948,789",42.05,42.40,41.70,42.20,+0.25,"3,323",
112/10/25,"5,442,336","230,266,707",42.50,42.50,42.05,42.30,+0.10,"3,328",
112/10/26,"7,889,743","333,982,687",42.10,42.55,41.90,42.45,+0.15,"4,754",
112/10/27,"6,763,839","289,540,609",42.50,43.00,42.35,43.00,+0.55,"4,355",
112/10/30,"9,158,674","394,452,644",43.25,43.40,42.55,43.25,+0.25,"6,191",
112/10/31,"8,710,753","370,698,676",43.35,43.40,42.05,42.10,-1.15,"5,470",
112/11/01,"4,546,709","191,563,429",42.40,42.60,41.90,42.10, 0.00,"3,017",
112/11/02,"6,185,590","263,085,002",42.15,42.70,42.15,42.65,+0.55,"3,439",
112/11/03,"8,553,708","369,057,078",42.85,43.30,42.85,43.25,+0.60,"5,642",
112/11/06,"11,995,922","506,805,713",42.55,42.55,41.70,42.30,-0.95,"7,564",
112/11/07,"6,601,493","278,819,210",42.10,42.50,42.00,42.25,-0.05,"4,371",
112/11/08,"10,485,632","440,713,299",42.30,42.50,41.85,41.90,-0.35,"7,079",
112/11/09,"10,175,794","426,481,631",41.90,42.15,41.70,41.85,-0.05,"4,886",
112/11/10,"11,666,978","483,485,676",41.90,41.95,41.20,41.30,-0.55,"7,636",
112/11/13,"9,535,170","396,712,073",41.40,42.15,41.30,41.45,+0.15,"5,713",
112/11/14,"40,109,899","1,693,105,401",41.95,43.30,41.50,41.50,+0.05,"19,211",
112/11/15,"16,138,566","673,989,505",41.85,42.10,41.30,42.10,+0.60,"10,697",
112/11/16,"11,305,960","476,099,830",42.25,42.30,41.80,42.15,+0.05,"6,485",
112/11/17,"11,025,745","461,914,873",42.25,42.25,41.80,41.80,-0.35,"6,952",
112/11/20,"6,736,962","281,785,152",41.80,42.05,41.60,42.00,+0.20,"3,558",
112/11/21,"9,327,338","391,136,591",42.15,42.20,41.85,41.90,-0.10,"5,841",
112/11/22,"8,691,763","362,340,345",41.90,42.00,41.55,41.55,-0.35,"6,024",
112/11/23,"7,440,050","309,587,545",41.65,41.85,41.50,41.55, 0.00,"4,622",
112/11/24,"9,018,517","374,723,168",41.60,41.75,41.30,41.75,+0.20,"5,639",
112/11/27,"9,986,902","418,751,614",41.90,42.20,41.70,42.00,+0.25,"5,224",
112/11/28,"18,473,404","784,553,256",42.20,42.75,42.15,42.65,+0.65,"10,524",
112/11/29,"10,713,708","455,038,957",42.80,42.90,42.20,42.55,-0.10,"5,657",
112/11/30,"21,027,858","886,077,821",42.55,42.75,42.00,42.00,-0.55,"7,332",
112/12/01,"33,778,832","1,451,593,696",42.10,43.35,42.10,43.30,+1.30,"15,873",
112/12/04,"60,360,458","2,702,934,683",44.05,45.50,43.90,45.15,+1.85,"32,003",
112/12/05,"38,580,798","1,728,714,562",45.05,45.65,44.15,44.85,-0.30,"18,170",
112/12/06,"19,069,455","850,329,074",45.05,45.05,44.15,44.65,-0.20,"10,468",
112/12/07,"15,228,945","670,567,598",44.70,44.75,43.65,43.70,-0.95,"8,591",
112/12/08,"13,164,539","577,298,817",43.75,44.30,43.55,44.00,+0.30,"6,330",
112/12/11,"16,725,517","740,425,368",44.45,44.85,43.85,44.00, 0.00,"7,922",
112/12/12,"33,867,861","1,506,474,335",44.20,45.30,44.00,44.00, 0.00,"15,182",
112/12/13,"21,555,739","939,649,686",44.10,44.30,43.20,43.20,-0.80,"12,097",
112/12/14,"19,781,003","850,744,068",43.45,43.45,42.70,42.75,-0.45,"10,248",
112/12/15,"48,920,844","2,155,466,217",43.15,44.55,43.15,44.25,+1.50,"21,598",
112/12/18,"234,609,176","11,067,589,662",46.00,48.65,45.45,47.85,+3.60,"92,928",
112/12/19,"275,150,716","13,571,818,461",48.45,50.50,48.05,49.30,+1.45,"119,092",
112/12/20,"166,543,974","8,272,511,160",49.70,50.50,48.20,50.40,+1.10,"77,071",
112/12/21,"332,947,229","17,781,080,735",50.30,55.40,49.75,55.40,+5.00,"146,273",
112/12/22,"366,311,171","20,894,295,670",56.20,58.40,55.40,57.50,+2.10,"152,880",
112/12/25,"258,756,119","13,719,700,704",54.00,55.20,51.80,51.80,-5.70,"115,937",
112/12/26,"169,022,599","8,875,909,538",51.60,53.50,51.50,52.00,+0.20,"83,006",
112/12/27,"108,280,591","5,766,772,700",53.40,54.00,52.60,52.60,+0.60,"52,509",
112/12/28,"67,286,018","3,503,757,877",53.10,53.30,51.40,51.90,-0.70,"34,375",
112/12/29,"40,692,780","2,099,566,240",52.30,52.30,51.20,51.30,-0.60,"19,097",
113/01/02,"166,027,847","8,956,551,748",54.20,55.20,52.20,53.00,+1.70,"68,927",
113/01/03,"125,444,985","6,784,139,085",54.80,55.10,53.10,54.00,+1.00,"57,048",
113/01/04,"292,972,545","16,703,053,445",55.00,59.20,54.40,57.30,+3.30,"132,616",
113/01/05,"208,005,104","12,050,289,014",58.20,58.90,56.80,58.00,+0.70,"88,120",
113/01/08,"110,770,058","6,334,958,055",57.80,58.50,56.20,56.50,-1.50,"52,954",
113/01/09,"180,250,862","9,367,837,381",53.50,53.80,50.90,51.70,-4.80,"83,383",
113/01/10,"199,110,004","9,795,395,094",50.80,51.20,48.20,48.80,-2.90,"79,863",
113/01/11,"58,830,792","2,907,422,064",49.25,49.95,49.10,49.30,+0.50,"26,570",
113/01/12,"101,146,669","5,189,178,575",50.60,52.00,50.40,51.80,+2.50,"44,799",
113/01/15,"67,637,607","3,551,522,264",52.50,53.30,51.80,52.20,+0.40,"29,188",
113/01/16,"72,677,472","3,745,753,453",52.80,53.20,50.50,51.10,-1.10,"31,173",
113/01/17,"70,364,582","3,534,691,396",51.20,51.90,49.25,49.75,-1.35,"31,416",
113/01/18,"57,424,498","2,914,042,591",50.30,51.50,49.70,51.30,+1.55,"25,894",
113/01/19,"42,510,858","2,156,087,755",51.50,51.50,50.00,50.90,-0.40,"19,694",
113/01/22,"51,079,142","2,520,403,972",49.65,49.80,48.80,49.80,-1.10,"24,690",
113/01/23,"41,243,758","2,061,318,911",50.40,51.10,49.45,49.45,-0.35,"20,091",
113/01/24,"26,159,010","1,310,213,328",49.75,50.70,49.30,49.80,+0.35,"13,585",
113/01/25,"23,617,810","1,166,068,589",50.00,50.00,49.15,49.25,-0.55,"12,723",
113/01/26,"22,697,063","1,113,558,225",49.30,49.75,48.70,48.90,-0.35,"13,839",
113/01/29,"19,215,398","938,795,007",48.80,49.20,48.60,48.80,-0.10,"10,226",
113/01/30,"19,182,714","932,556,667",49.05,49.15,48.35,48.50,-0.30,"10,400",
113/01/31,"24,967,775","1,202,330,349",48.60,49.20,47.70,47.85,-0.65,"14,587",
113/02/01,"32,075,682","1,569,340,567",48.00,49.35,48.00,49.15,+1.30,"15,146",
113/02/02,"33,865,370","1,624,344,866",48.20,48.75,47.65,47.75,-1.40,"19,652",
113/02/05,"23,441,232","1,114,099,582",47.80,47.90,47.30,47.30,-0.45,"11,750",
113/02/15,"40,374,924","1,865,048,474",47.00,47.55,45.55,46.65,-0.65,"19,563",
